method_id,comparison_type,domain,anchor_from_pct,anchor_to_pct,feature,channel,family,w_from,w_to,sign_consistent,cosine_sim,weight_ratio
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,traj_reflection_count,rank,trajectory,-1.603279738441985,-0.08787779687858778,True,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,traj_reflection_count,raw,trajectory,0.03937149979630255,0.0011112132451685628,True,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_rows_bank,rank,availability_meta,-0.20553637920927673,0.022198467138786992,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_rows_bank,raw,availability_meta,-2.2522140490676398e-23,1.7403331660180086e-20,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_tok_conf,rank,availability_meta,-0.2055363792092767,0.022198467138786992,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_tok_conf,raw,availability_meta,2.675817372428296e-19,-2.2599137423631107e-20,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_tok_gini,rank,availability_meta,-0.2055363792092767,0.022198467138786992,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_tok_gini,raw,availability_meta,5.281063155971682e-18,3.4181652744290243e-19,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_tok_logprob,rank,availability_meta,-0.2055363792092767,0.022198467138786922,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_tok_logprob,raw,availability_meta,-2.501866602594213e-21,-5.574101546982975e-19,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_tok_neg_entropy,rank,availability_meta,-0.2055363792092767,0.022198467138786992,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_tok_neg_entropy,raw,availability_meta,6.630613088775632e-19,8.958391168889869e-18,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_tok_selfcert,rank,availability_meta,-0.2055363792092767,0.02219846713878699,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,has_tok_selfcert,raw,availability_meta,-1.1814518140256859e-20,-4.4463831665207135e-18,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_conf_prefix,rank,confidence,0.3625951326482116,-0.10106731738892753,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_conf_prefix,raw,confidence,0.5536964725079399,0.3912817300543395,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_conf_recency,rank,confidence,0.4780392667235429,-0.11498411644649308,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_conf_recency,raw,confidence,0.5748878860845639,0.405074423779244,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_gini_prefix,rank,uncertainty,-0.13502550534789887,-0.049212614457993,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_gini_prefix,raw,uncertainty,-6.2117259179296695,1.1458223180837708,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_gini_slope,rank,uncertainty,1.1801281866315751,-0.262099055662031,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_gini_slope,raw,uncertainty,-13.799688553181287,5.713939969759193,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_gini_tail,rank,uncertainty,1.6621047402845492,-0.5856071765635632,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_gini_tail,raw,uncertainty,-14.538987471714675,8.061101880134366,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_logprob_prefix,rank,self_cert_logprob,-0.016588729354082062,0.13651257697186872,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_logprob_prefix,raw,self_cert_logprob,0.7719584214374946,-2.0229051519316243,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_logprob_recency,rank,self_cert_logprob,0.12375703664094151,0.12062838634719476,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_logprob_recency,raw,self_cert_logprob,0.34615327768384146,-2.021409142516619,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_neg_entropy_prefix,rank,uncertainty,-0.13454978447239122,-0.03581240672329972,True,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_neg_entropy_prefix,raw,uncertainty,-2.5698586755891335,0.3576487911838849,False,0.30879046638166235,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,100,100,tok_neg_entropy_recency,rank,uncertainty,0.011545766877709692,-0.05296715855782704,False,0.30879046638166235,nan
