row_kind,domain,protocol,split_name,representation,method_name,family_name,seed,n_seeds,reference_kind,status,auc_of_auroc,auc_of_selacc,auroc_at_100,stop_acc_at_100,earliest_gt_0p6,val_auroc_mean,best_svd_reference_method,best_svd_reference_auc_of_auroc,delta_auc_of_auroc_vs_best_svd,best_linear_reference_method,best_linear_reference_auc_of_auroc,delta_auc_of_auroc_vs_best_linear,anchor_config_summary,notes
mlp_seed,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed42,mlp_2h,42,3,mlp,ok,0.8507896655056446,0.9924479166666667,0.8840669438218236,0.7166666666666666,10%,0.8310672804370384,es_svd_science_rr_r2_20260412,0.8398259487391495,0.010963716766495102,tok_conf_prefix_mean_v1,0.8088953690217542,0.041894296483890425,"{""10%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7822762354242749}, ""100%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8383708659905327}, ""20%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.832674023455048}, ""30%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 4, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.8330778892923143}, ""40%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8382915902536647}, ""50%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 3, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.8278804838990979}, ""60%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8345731177737964}, ""70%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 7, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8365233009007486}, ""80%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8451661179023993}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8418391794785066}}",
mlp_seed,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed101,mlp_2h,101,3,mlp,ok,0.8355823979349785,0.9932291666666667,0.8597382552341937,0.7,10%,0.8482121223608499,es_svd_science_rr_r2_20260412,0.8398259487391495,-0.004243550804171048,tok_conf_prefix_mean_v1,0.8088953690217542,0.026687028913224276,"{""10%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 2, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8295306826133174}, ""100%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8570148046709029}, ""20%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8331003568094695}, ""30%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.8426630559254222}, ""40%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8564868561752994}, ""50%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.85469886007351}, ""60%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8567865666526091}, ""70%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8603629537316521}, ""80%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8484669354978827}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.843010151458433}}",
mlp_seed,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed29,mlp_2h,29,3,mlp,ok,0.8498654847629894,0.9893229166666666,0.8799345264784859,0.6833333333333333,10%,0.7096053477197449,es_svd_science_rr_r2_20260412,0.8398259487391495,0.01003953602383989,tok_conf_prefix_mean_v1,0.8088953690217542,0.040970115741235213,"{""10%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 4, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.6159701307708761}, ""100%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7138116306149809}, ""20%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 2, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.6675232337708679}, ""30%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 3, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.7033830484880612}, ""40%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 7, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7328930088950822}, ""50%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 6, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.7311304385280947}, ""60%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7409985810354085}, ""70%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7403196904219645}, ""80%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7255676470199541}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7244560676521593}}",
mlp_family_mean,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_mean,mlp_2h,mean,3,mlp,ok,0.8454125160678707,0.9916666666666667,0.874579908511501,0.6999999999999998,10%,0.7962949168392109,es_svd_science_rr_r2_20260412,0.8398259487391495,0.005586567328721204,tok_conf_prefix_mean_v1,0.8088953690217542,0.03651714704611653,,
mlp_best_mean,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_best_mean,mlp_2h,mean,3,mlp,ok,0.8454125160678707,0.9916666666666667,0.874579908511501,0.6999999999999998,10%,0.7962949168392109,es_svd_science_rr_r2_20260412,0.8398259487391495,0.005586567328721204,tok_conf_prefix_mean_v1,0.8088953690217542,0.03651714704611653,,
mlp_seed_best_family,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed42,mlp_2h,42,3,mlp,ok,0.8507896655056446,0.9924479166666667,0.8840669438218236,0.7166666666666666,10%,0.8310672804370384,es_svd_science_rr_r2_20260412,0.8398259487391495,0.010963716766495102,tok_conf_prefix_mean_v1,0.8088953690217542,0.041894296483890425,"{""10%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7822762354242749}, ""100%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8383708659905327}, ""20%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.832674023455048}, ""30%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 4, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.8330778892923143}, ""40%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8382915902536647}, ""50%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 3, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.8278804838990979}, ""60%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8345731177737964}, ""70%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 7, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8365233009007486}, ""80%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8451661179023993}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8418391794785066}}",
mlp_seed_best_family,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed101,mlp_2h,101,3,mlp,ok,0.8355823979349785,0.9932291666666667,0.8597382552341937,0.7,10%,0.8482121223608499,es_svd_science_rr_r2_20260412,0.8398259487391495,-0.004243550804171048,tok_conf_prefix_mean_v1,0.8088953690217542,0.026687028913224276,"{""10%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 2, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8295306826133174}, ""100%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8570148046709029}, ""20%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8331003568094695}, ""30%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.8426630559254222}, ""40%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8564868561752994}, ""50%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.85469886007351}, ""60%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8567865666526091}, ""70%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8603629537316521}, ""80%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8484669354978827}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.843010151458433}}",
mlp_seed_best_family,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed29,mlp_2h,29,3,mlp,ok,0.8498654847629894,0.9893229166666666,0.8799345264784859,0.6833333333333333,10%,0.7096053477197449,es_svd_science_rr_r2_20260412,0.8398259487391495,0.01003953602383989,tok_conf_prefix_mean_v1,0.8088953690217542,0.040970115741235213,"{""10%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 4, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.6159701307708761}, ""100%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7138116306149809}, ""20%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 2, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.6675232337708679}, ""30%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 3, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.7033830484880612}, ""40%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 7, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7328930088950822}, ""50%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 6, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.7311304385280947}, ""60%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7409985810354085}, ""70%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7403196904219645}, ""80%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7255676470199541}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.7244560676521593}}",
mlp_seed,ms,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_seed42,mlp_1h,42,3,mlp,ok,0.9330275846518984,0.9961360398860398,0.9603007682999183,0.7629629629629631,10%,0.8064735229785471,es_svd_ms_rr_r2_20260412,0.9399840700403806,-0.006956485388482259,tok_conf_prefix_mean_v1,0.7126735109305563,0.22035407372134208,"{""10%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.7738636727966381}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8210794537396547}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.7897828935903998}, ""30%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.7955572034598681}, ""40%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.801643651656285}, ""50%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8140150607158051}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.811195184132542}, ""70%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8153519895371366}, ""80%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8213990674389889}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8208470527181534}}",
mlp_seed,ms,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_seed101,mlp_1h,101,3,mlp,ok,0.934756784806996,0.9963897792022792,0.9610825075436578,0.7351851851851853,10%,0.8329853304918864,es_svd_ms_rr_r2_20260412,0.9399840700403806,-0.005227285233384671,tok_conf_prefix_mean_v1,0.7126735109305563,0.22208327387643967,"{""10%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 10, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.7877688768924029}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8487465298538011}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8216391577209874}, ""30%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8209891642953484}, ""40%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8255090167981125}, ""50%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8374938701319752}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.8397298144376275}, ""70%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8451257522268063}, ""80%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.851450370190276}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.851400752371525}}",
mlp_seed,ms,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_seed29,mlp_1h,29,3,mlp,ok,0.9246753699909989,0.9969462250712251,0.9481295308543124,0.7777777777777778,10%,0.8301673669279328,es_svd_ms_rr_r2_20260412,0.9399840700403806,-0.015308700049381785,tok_conf_prefix_mean_v1,0.7126735109305563,0.21200185906044255,"{""10%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 3, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.7801472813212391}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 2, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8312900932667926}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.804344693953773}, ""30%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 3, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8191164761706594}, ""40%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 4, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8351890639779085}, ""50%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8461271865250523}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 3, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.8430734850956265}, ""70%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 3, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8477314094910399}, ""80%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 2, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8443565680918477}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8502974113853883}}",
mlp_family_mean,ms,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_mean,mlp_1h,mean,3,mlp,ok,0.9308199131499645,0.9964906813865148,0.9565042688992961,0.7586419753086421,10%,0.8232087401327887,es_svd_ms_rr_r2_20260412,0.9399840700403806,-0.009164156890416164,tok_conf_prefix_mean_v1,0.7126735109305563,0.21814640221940818,,
