experiment_type,route_label,method_id,anchor_pct,rank_spec,n_problem_slices,n_samples,base_auroc,base_selacc_10,mean_abs_share_top1_k1,mean_abs_share_top1_k2,mean_abs_share_top1_k4,policy,k,intervened_auroc,intervened_auroc_std,intervened_selacc_10,intervened_selacc_10_std,auroc_drop,auroc_drop_std,selacc_drop,selacc_drop_std,mean_top1_score_drop,mean_top1_score_drop_std,median_top1_score_drop,median_top1_score_drop_std,mean_removed_abs_share_top1,mean_removed_abs_share_top1_std,mean_removed_abs_contribution_top1,mean_removed_abs_contribution_top1_std,top1_flip_rate,top1_flip_rate_std,decision_flip_rate,decision_flip_rate_std,n_repeats,subset_kind,epsilon,n_selected,monotonic_fraction,mean_score_delta,median_score_delta
perturbation,science,es_svd_science_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive_contribution_axis,-0.1,60,1.0,-0.03015449326047134,-0.022780537961800018
perturbation,science,es_svd_science_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive_contribution_axis,0.0,60,1.0,6.106226635438361e-17,0.0
perturbation,science,es_svd_science_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive_contribution_axis,0.1,60,1.0,0.030154493260471257,0.022780537961799574
perturbation,science,es_svd_science_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive_contribution_axis,0.2,60,1.0,0.06030898652094283,0.04556107592359937
perturbation,science,es_svd_science_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative_contribution_axis,-0.2,60,1.0,-0.08068924074951393,-0.06584352993486298
perturbation,science,es_svd_science_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative_contribution_axis,-0.1,60,1.0,-0.040344620374757154,-0.03292176496743188
perturbation,science,es_svd_science_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative_contribution_axis,0.0,60,1.0,6.106226635438361e-17,0.0
perturbation,science,es_svd_science_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative_contribution_axis,0.1,60,1.0,0.04034462037475708,0.03292176496743138
perturbation,science,es_svd_science_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative_contribution_axis,0.2,60,1.0,0.08068924074951382,0.06584352993486298
route_selection,ms,es_svd_ms_rr_r1,100,math:16 / science:16,88,5632,0.9177044981872348,0.99822695035461,0.30129062560226244,0.4828579525604999,0.7063109570295734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
