layer,condition_id,condition_label,domain,model_name,model_kind,rank,feature_count,auc_of_auroc_mean,auc_of_auroc_std,auc_of_selacc_mean,auc_of_selacc_std,auroc_at_100_mean,auroc_at_100_std,stop_acc_at_100_mean,stop_acc_at_100_std,mean_anchor_cv_auroc_mean,mean_anchor_cv_auroc_std,inference_time_sec_mean,inference_time_sec_std,n_rows
canonical,trajectory_only,L1 trajectory-only,coding,svd_r4,svd,4,5,0.5029297775776649,0.0,0.4706249999999999,5.551115123125783e-17,0.49636904566482026,5.551115123125783e-17,0.52,0.0,0.5217537505591097,0.0,0.058260508657743536,0.0004834725632633565,3
canonical,trajectory_only,L1 trajectory-only,coding,svd_r8,svd,8,5,0.45240237071222983,5.551115123125783e-17,0.368125,0.0,0.4832710325668072,0.0,0.56,0.0,0.5320042477581546,0.0,0.05921622194970647,0.0002875496643534867,3
canonical,trajectory_only,L1 trajectory-only,math,no_svd,no_svd,,5,0.9567108674313648,0.0,0.9961538461538462,0.0,0.9804181726408102,0.0,0.75,0.0,0.9396033564528271,0.0,0.08420284969421725,0.0006563287485429158,3
canonical,trajectory_only,L1 trajectory-only,math,svd_r4,svd,4,5,0.8254773599900647,0.0,0.9923076923076923,0.0,0.8316068217980845,0.0,0.7857142857142857,0.0,0.8095976550196452,0.0,0.0990350607316941,0.005570380976762911,3
canonical,trajectory_only,L1 trajectory-only,math,svd_r8,svd,8,5,0.9563299911500563,0.0,0.9956043956043956,0.0,0.9770945359865902,0.0,0.75,0.0,0.9222012332383333,1.1102230246251565e-16,0.09545377929074068,0.0021264033858286466,3
canonical,trajectory_only,L1 trajectory-only,science,no_svd,no_svd,,5,0.7806867298728685,1.1102230246251565e-16,0.9786458333333335,1.1102230246251565e-16,0.8426760834064394,0.0,0.6999999999999998,1.1102230246251565e-16,0.7367421676290943,0.0,0.11775533226318657,0.0012258756196417563,3
canonical,trajectory_only,L1 trajectory-only,science,svd_r4,svd,4,5,0.6261857654864457,0.0,0.8591145833333331,0.0,0.6674367152636806,0.0,0.7833333333333335,1.1102230246251565e-16,0.6130116217257727,0.0,0.14186194492504,0.000706468114478191,3
canonical,trajectory_only,L1 trajectory-only,science,svd_r8,svd,8,5,0.72658260064853,1.1102230246251565e-16,0.9872395833333334,0.0,0.76899306792822,0.0,0.7666666666666666,0.0,0.7140715029480115,1.1102230246251565e-16,0.13719838997349143,0.0003882465832942119,3
canonical,uncertainty_only,L1 uncertainty-only,coding,no_svd,no_svd,,7,0.4864210906464426,5.551115123125783e-17,0.37437499999999996,5.551115123125783e-17,0.47429409401240386,0.0,0.56,0.0,0.5150442905019955,0.0,0.05346444466461738,0.0013795211427703258,3
canonical,uncertainty_only,L1 uncertainty-only,coding,svd_r12,svd,12,7,0.48711038570193493,0.0,0.37562500000000004,5.551115123125783e-17,0.47430660106716444,0.0,0.56,0.0,0.5151671661444495,0.0,0.07388462002078693,0.018335753741639607,3
canonical,uncertainty_only,L1 uncertainty-only,coding,svd_r4,svd,4,7,0.4774863634018563,5.551115123125783e-17,0.36999999999999994,5.551115123125783e-17,0.4686690461338349,5.551115123125783e-17,0.56,0.0,0.5082243358090477,0.0,0.06445719837211072,0.004298841972779308,3
canonical,uncertainty_only,L1 uncertainty-only,coding,svd_r8,svd,8,7,0.48721481960918583,0.0,0.37875,5.551115123125783e-17,0.4751586441727287,0.0,0.56,0.0,0.514788655100486,0.0,0.07255294034257531,0.01738395791508501,3
canonical,uncertainty_only,L1 uncertainty-only,math,no_svd,no_svd,,7,0.7473818648420867,0.0,0.9423076923076924,0.0,0.8284216342427752,0.0,0.7142857142857143,0.0,0.736783695556063,0.0,0.08725612331181765,9.309770181529004e-05,3
canonical,uncertainty_only,L1 uncertainty-only,math,svd_r12,svd,12,7,0.7528401213200636,0.0,0.937912087912088,0.0,0.8280919071521348,1.1102230246251565e-16,0.7142857142857143,0.0,0.7388840794568132,0.0,0.09653997529918949,0.0006982422957436175,3
canonical,uncertainty_only,L1 uncertainty-only,math,svd_r4,svd,4,7,0.6669939758279332,1.1102230246251565e-16,0.9313186813186812,1.1102230246251565e-16,0.6396491180940073,0.0,0.6785714285714285,1.1102230246251565e-16,0.6530523861154324,0.0,0.12627477198839188,0.04057109056357136,3
canonical,uncertainty_only,L1 uncertainty-only,math,svd_r8,svd,8,7,0.7560725215835866,0.0,0.948901098901099,0.0,0.8010597160267657,1.1102230246251565e-16,0.7142857142857143,0.0,0.7290397476655247,1.1102230246251565e-16,0.11062823569712539,0.01907331724755293,3
canonical,uncertainty_only,L1 uncertainty-only,science,no_svd,no_svd,,7,0.791050610676756,1.1102230246251565e-16,0.959375,0.0,0.8328213225474953,0.0,0.6999999999999998,1.1102230246251565e-16,0.6534067989004485,0.0,0.12432159933572014,0.0017365766081100336,3
canonical,uncertainty_only,L1 uncertainty-only,science,svd_r12,svd,12,7,0.7857985222329721,0.0,0.9549479166666667,0.0,0.8310873619081001,0.0,0.6999999999999998,1.1102230246251565e-16,0.6560826225252515,0.0,0.14541312990089258,0.0003125586382088727,3
canonical,uncertainty_only,L1 uncertainty-only,science,svd_r4,svd,4,7,0.790708483683817,0.0,0.9710937500000001,0.0,0.8128620360727018,1.1102230246251565e-16,0.7166666666666665,1.1102230246251565e-16,0.637246921618209,0.0,0.14330073966023824,0.0006218917012614626,3
canonical,uncertainty_only,L1 uncertainty-only,science,svd_r8,svd,8,7,0.7907502019709615,1.1102230246251565e-16,0.9567708333333331,0.0,0.8297489318406569,1.1102230246251565e-16,0.7166666666666665,1.1102230246251565e-16,0.6543659951651937,0.0,0.14651932458703718,0.00032968661166143053,3
expansion,canonical_plus_event_local,L2 canonical + event-local,coding,no_svd,no_svd,,30,0.5370432384516892,0.0,0.6831249999999999,0.0,0.5803335944181015,0.0,0.44,0.0,0.5720918761271726,0.0,0.07836583598206441,0.0007228948791627346,3
expansion,canonical_plus_event_local,L2 canonical + event-local,coding,svd_r12,svd,12,30,0.45318953347122354,5.551115123125783e-17,0.32375,0.0,0.4320765306680799,5.551115123125783e-17,0.44,0.0,0.5609321545027852,0.0,0.0838775880013903,0.0004891201733624704,3
expansion,canonical_plus_event_local,L2 canonical + event-local,coding,svd_r16,svd,16,30,0.4510009552263073,5.551115123125783e-17,0.37374999999999997,0.0,0.42670631403025777,5.551115123125783e-17,0.48,0.0,0.5568251434930217,0.0,0.08451602468267083,0.00016657717380467855,3
expansion,canonical_plus_event_local,L2 canonical + event-local,coding,svd_r24,svd,24,30,0.5409996888870128,0.0,0.67625,0.0,0.5302787978844317,0.0,0.44,0.0,0.5677956333342534,0.0,0.08430813734109203,0.0002534585633277226,3
expansion,canonical_plus_event_local,L2 canonical + event-local,coding,svd_r4,svd,4,30,0.506885133645697,1.2764959316564088e-07,0.48187500000000005,0.0,0.4900837295203493,7.369852694996077e-07,0.52,0.0,0.47209213494225244,0.0,0.08609385873811941,0.00452550008512534,3
expansion,canonical_plus_event_local,L2 canonical + event-local,coding,svd_r8,svd,8,30,0.47120803036295994,7.369852694996077e-08,0.45812500000000006,5.551115123125783e-17,0.4760179830602366,7.369852694996077e-07,0.52,0.0,0.5189340627050923,0.0,0.08348334169325729,0.00042045336402024276,3
expansion,canonical_plus_event_local,L2 canonical + event-local,math,no_svd,no_svd,,30,0.9598807656134974,1.1102230246251565e-16,0.9983516483516484,0.0,0.9834286052806492,0.0,0.75,0.0,0.9492167870126306,0.0,0.12780015566386282,0.013856003323883759,3
expansion,canonical_plus_event_local,L2 canonical + event-local,math,svd_r12,svd,12,30,0.9326396056275351,0.0,0.9989010989010989,0.0,0.9591030304820128,1.1102230246251565e-16,0.7142857142857143,0.0,0.8997199622819382,1.1102230246251565e-16,0.1217977989775439,0.0012616929720357052,3
expansion,canonical_plus_event_local,L2 canonical + event-local,math,svd_r16,svd,16,30,0.9572550610623966,1.1102230246251565e-16,0.9978021978021978,0.0,0.973122521807718,0.0,0.75,0.0,0.9286388901602501,0.0,0.12124932503017287,0.0004413581687377734,3
expansion,canonical_plus_event_local,L2 canonical + event-local,math,svd_r24,svd,24,30,0.959499027933119,0.0,0.9978021978021978,0.0,0.9831840063558265,0.0,0.7142857142857143,0.0,0.9423519688090763,0.0,0.12143992469646037,0.000127260906183377,3
expansion,canonical_plus_event_local,L2 canonical + event-local,math,svd_r4,svd,4,30,0.7275066042077997,4.506855683663688e-07,0.9423076923076922,1.1102230246251565e-16,0.7987387669756646,0.0,0.7142857142857143,0.0,0.7132756096981416,0.0,0.12682672364947697,0.003177432823230993,3
expansion,canonical_plus_event_local,L2 canonical + event-local,math,svd_r8,svd,8,30,0.8911620236602493,0.0,0.9989010989010989,0.0,0.9228963828057285,1.1102230246251565e-16,0.7857142857142857,0.0,0.8567067649292818,0.0,0.12424130908523996,0.0026775595718198588,3
expansion,canonical_plus_event_local,L2 canonical + event-local,science,no_svd,no_svd,,30,0.8299483856552943,0.0,0.9812499999999998,1.1102230246251565e-16,0.8740785638286837,0.0,0.7333333333333334,0.0,0.7464558235212627,0.0,0.1816539557185024,0.002541076265078893,3
expansion,canonical_plus_event_local,L2 canonical + event-local,science,svd_r12,svd,12,30,0.7907153221505524,3.0327105027772623e-08,0.97109375,0.0,0.8412258092883488,0.0,0.6999999999999998,1.1102230246251565e-16,0.7217486267340029,0.0,0.1982793810311705,0.0009001817314067891,3
expansion,canonical_plus_event_local,L2 canonical + event-local,science,svd_r16,svd,16,30,0.8089888863492428,1.1102230246251565e-16,0.97265625,0.0,0.855931695428804,1.1102230246251565e-16,0.7166666666666665,1.1102230246251565e-16,0.7403751587134405,0.0,0.19651803164742887,0.00027076591163643926,3
expansion,canonical_plus_event_local,L2 canonical + event-local,science,svd_r24,svd,24,30,0.8045557642236963,0.0,0.9877604166666667,0.0,0.855349341364391,0.0,0.6999999999999998,1.1102230246251565e-16,0.7394436870678011,0.0,0.2019454729743302,0.0010420340630492993,3
expansion,canonical_plus_event_local,L2 canonical + event-local,science,svd_r4,svd,4,30,0.8058891375107599,2.939356065742598e-08,0.9770833333333333,0.0,0.8379211104058554,2.9393560714996035e-07,0.6499999999999999,0.0,0.6479734112193763,0.0,0.1976162369052569,0.0014763287136446061,3
expansion,canonical_plus_event_local,L2 canonical + event-local,science,svd_r8,svd,8,30,0.7900630595915697,1.3219278615625613e-07,0.9643229166666666,0.0,0.8371138523086333,8.023797792956369e-07,0.75,0.0,0.6707725652460182,0.0,0.20146469802906117,4.454993264410451e-05,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,coding,no_svd,no_svd,,25,0.5370924849798089,0.0,0.6806249999999999,0.0,0.5806134397683693,0.0,0.44,0.0,0.5721339240237994,0.0,0.07460723196466763,0.00216376298767264,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,coding,svd_r12,svd,12,25,0.4532445645121701,0.0,0.32312499999999994,0.0,0.43260651711355935,0.0,0.44,0.0,0.5609394654878622,0.0,0.07980266795493662,0.00044693773833991005,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,coding,svd_r16,svd,16,25,0.4510639595146637,0.0,0.3724999999999999,5.551115123125783e-17,0.42686421559661,0.0,0.48,0.0,0.5568261463063606,0.0,0.08066818366448085,0.001101785903201465,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,coding,svd_r24,svd,24,25,0.5410625368371847,0.0,0.676875,0.0,0.5301380935183752,0.0,0.44,0.0,0.5678551058288333,0.0,0.07987948693335056,0.0007555289852520595,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,coding,svd_r4,svd,4,25,0.5068704378563533,0.0,0.48125,5.551115123125783e-17,0.4902968705785607,0.0,0.52,0.0,0.4721311885107224,5.551115123125783e-17,0.09890325670130551,0.019650346983908502,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,coding,svd_r8,svd,8,25,0.47119218809359653,0.0,0.456875,0.0,0.47533530632122184,0.0,0.52,0.0,0.5188460815365618,0.0,0.08388984537062545,0.0052964332805767985,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,math,no_svd,no_svd,,25,0.9597798093081641,0.0,0.9983516483516484,0.0,0.9834525726192825,0.0,0.75,0.0,0.9492288070397641,0.0,0.12719926269104084,0.0238044477541255,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,math,svd_r12,svd,12,25,0.9326594714014022,1.1102230246251565e-16,0.9989010989010989,0.0,0.959113801683125,1.1102230246251565e-16,0.7142857142857143,0.0,0.8997338952443706,0.0,0.11660086394598086,0.0006715165378325956,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,math,svd_r16,svd,16,25,0.9573328220492714,0.0,0.9978021978021978,0.0,0.9731244522920247,0.0,0.75,0.0,0.9286406444052068,1.1102230246251565e-16,0.11670788765574495,0.0008578047027719909,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,math,svd_r24,svd,24,25,0.9594983741430528,1.1102230246251565e-16,0.9978021978021978,0.0,0.9831657886886639,1.1102230246251565e-16,0.7142857142857143,0.0,0.9423502408129728,0.0,0.11664135738586386,0.0005302691958650422,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,math,svd_r4,svd,4,25,0.7283113399954365,1.1102230246251565e-16,0.9428571428571427,1.1102230246251565e-16,0.7990728089595214,0.0,0.7142857142857143,0.0,0.7136844560720296,0.0,0.12297786764490108,0.0037344819540092644,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,math,svd_r8,svd,8,25,0.8911638983883489,1.1102230246251565e-16,0.9989010989010989,0.0,0.9228732543456356,0.0,0.7857142857142857,0.0,0.8567477830945958,0.0,0.11649754317477345,0.0009450290100397425,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,science,no_svd,no_svd,,25,0.8300985744805542,0.0,0.9812499999999998,1.1102230246251565e-16,0.8739494616978355,1.1102230246251565e-16,0.7333333333333334,0.0,0.7464461701268642,0.0,0.19946222162495056,0.01395578359976254,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,science,svd_r12,svd,12,25,0.7913066908613738,2.9393560762098807e-08,0.9708333333333333,0.0,0.8412725254811845,1.1102230246251565e-16,0.6999999999999998,1.1102230246251565e-16,0.7217759238674066,0.0,0.19122843902247647,0.0017053909003853893,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,science,svd_r16,svd,16,25,0.8089714588728721,1.1102230246251565e-16,0.97265625,0.0,0.8559318436772086,0.0,0.7166666666666665,1.1102230246251565e-16,0.7403730139781411,0.0,0.190805080657204,0.0003925958757272331,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,science,svd_r24,svd,24,25,0.8045513420170459,0.0,0.9877604166666667,0.0,0.8553461246891465,0.0,0.6999999999999998,1.1102230246251565e-16,0.7394427497883967,0.0,0.19700648301901916,0.0014572586998797096,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,science,svd_r4,svd,4,25,0.8060695103234962,3.032710508010904e-08,0.9778645833333334,1.1102230246251565e-16,0.8378933119526589,3.032710504870719e-07,0.6499999999999999,0.0,0.6479754246634769,0.0,0.19216854932407537,0.0020760422779291235,3
expansion,canonical_plus_neuron_adjacent,L2 canonical + neuron-adjacent,science,svd_r8,svd,8,25,0.7901343422254486,1.359278409479003e-07,0.9645833333333331,0.0,0.8372253417539061,8.724713781651059e-07,0.7333333333333334,0.0,0.6707587667385364,0.0,0.19775948603637516,0.0009584633265121676,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,coding,no_svd,no_svd,,28,0.5387434162082049,0.0,0.679375,0.0,0.5806040594772989,0.0,0.44,0.0,0.5720185745874526,0.0,0.09148393866295616,0.020522517090755834,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,coding,svd_r12,svd,12,28,0.45320141517324614,0.0,0.32375,0.0,0.4322656998713337,0.0,0.44,0.0,0.5609376008479092,0.0,0.08322006867577632,0.0001639654985488192,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,coding,svd_r16,svd,16,28,0.4510386327287736,0.0,0.3724999999999999,5.551115123125783e-17,0.42675946901299017,0.0,0.48,0.0,0.556826336369917,0.0,0.08454308534661929,0.0007238810054401721,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,coding,svd_r24,svd,24,28,0.5410217325710284,0.0,0.67625,0.0,0.5302021921740232,0.0,0.44,0.0,0.5677895559535849,0.0,0.08416986861266196,0.00033981698446193087,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,coding,svd_r4,svd,4,28,0.5068814857547252,7.369852694996077e-08,0.48125,0.0,0.4900920675568563,0.0,0.52,0.0,0.4720951250587165,0.0,0.09137562670124073,0.004461243310244068,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,coding,svd_r8,svd,8,28,0.4712056331774641,0.0,0.456875,0.0,0.47584496880271526,0.0,0.52,0.0,0.5189224542210601,0.0,0.08654391936336954,0.002382591329567457,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,math,no_svd,no_svd,,28,0.9597953674333969,0.0,0.9983516483516484,0.0,0.9834104520035319,0.0,0.75,0.0,0.9492045504963394,1.1102230246251565e-16,0.13150754268281162,0.02861190576169759,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,math,svd_r12,svd,12,28,0.9326499113889103,1.1102230246251565e-16,0.9989010989010989,0.0,0.9591041387270334,0.0,0.7142857142857143,0.0,0.8997243354756282,0.0,0.1181535314147671,0.0009022893873813169,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,math,svd_r16,svd,16,28,0.9572496577696502,0.0,0.9978021978021978,0.0,0.9731040181348211,0.0,0.75,0.0,0.9286403175644043,1.1102230246251565e-16,0.11831624999952813,0.0008882801825388971,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,math,svd_r24,svd,24,28,0.9594827856037179,1.1102230246251565e-16,0.9978021978021978,0.0,0.9831552651422287,0.0,0.7142857142857143,0.0,0.9423562404425482,1.1102230246251565e-16,0.11831668376301725,0.0007876318998919005,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,math,svd_r4,svd,4,28,0.7277135772895268,0.0,0.9423076923076922,1.1102230246251565e-16,0.7990058987697767,1.1102230246251565e-16,0.7142857142857143,0.0,0.7133822397379711,0.0,0.12108103892145057,0.001428444268426733,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,math,svd_r8,svd,8,28,0.8911691213685905,0.0,0.9989010989010989,0.0,0.9228817192047938,0.0,0.7857142857142857,0.0,0.8567188757843537,1.1102230246251565e-16,0.11812412839693327,0.00041349614823767855,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,science,no_svd,no_svd,,28,0.8298159193411405,0.0,0.9812499999999998,1.1102230246251565e-16,0.8740134189368751,0.0,0.7333333333333334,0.0,0.7464603559827584,1.1102230246251565e-16,0.2066601850092411,0.014165811004314445,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,science,svd_r12,svd,12,28,0.7907064331887067,5.972066573753501e-08,0.97109375,0.0,0.841246801703373,0.0,0.6999999999999998,1.1102230246251565e-16,0.7217550511730287,0.0,0.19598850359519324,0.0008880276595392433,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,science,svd_r16,svd,16,28,0.8089806447571629,1.1102230246251565e-16,0.97265625,0.0,0.8559164534222883,0.0,0.7166666666666665,1.1102230246251565e-16,0.7403702449932282,1.1102230246251565e-16,0.19666947339040539,0.0028042313516731176,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,science,svd_r24,svd,24,28,0.8045538124347372,0.0,0.9877604166666667,0.0,0.8553493215609252,0.0,0.6999999999999998,1.1102230246251565e-16,0.7394434098871728,0.0,0.19953750066148737,0.001055534506784288,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,science,svd_r4,svd,4,28,0.805869342742767,2.9393560709762394e-08,0.9773437499999998,1.1102230246251565e-16,0.8379160923554623,0.0,0.6499999999999999,0.0,0.6479739037803913,0.0,0.19774375840400657,0.003874269615909791,3
expansion,canonical_plus_prefix_tail,L2 canonical + prefix-tail,science,svd_r8,svd,8,28,0.7900924170587831,1.1991082919576735e-07,0.9645833333333331,0.0,0.837172112688643,5.1721719956218e-07,0.75,0.0,0.6707701387328528,0.0,0.19881596532650292,0.0009131285325617549,3
noise,duplicate_high,L3 duplicate high,coding,no_svd,no_svd,,90,0.5335437645296801,0.0,0.628125,0.0,0.5650577904099031,0.0,0.48,0.0,0.5607101068576722,0.0,0.31125451492456097,0.11263836501328828,3
noise,duplicate_high,L3 duplicate high,coding,svd_r12,svd,12,90,0.48138517715982504,0.00032681806844603393,0.4379166666666667,0.002901747557746724,0.46282564592423747,0.0005239892707243706,0.56,0.0565685424949238,0.542507123858005,0.0001951894496552414,0.15987809227469066,0.003731527319871305,3
noise,duplicate_high,L3 duplicate high,coding,svd_r16,svd,16,90,0.4804976452863777,0.002167294835364758,0.42958333333333326,0.008312473893025021,0.4590433041137267,0.0011461078270509188,0.5066666666666667,0.049888765156985905,0.5444476290391629,0.00011668163195736846,0.1575285147409886,0.0007877061616618646,3
noise,duplicate_high,L3 duplicate high,coding,svd_r24,svd,24,90,0.4800952829121843,0.00041033349049555246,0.4266666666666667,0.004741586115308761,0.4643660981689151,0.00040904143122116724,0.52,0.0,0.5467768429842991,0.0004967606704345057,0.15923592261970043,0.0018831448993516155,3
noise,duplicate_high,L3 duplicate high,coding,svd_r4,svd,4,90,0.5092693430721599,8.49932875185455e-07,0.4781250000000001,5.551115123125783e-17,0.4926487180008307,9.749398714930918e-06,0.52,0.0,0.4709394141286522,1.428072961813228e-07,0.15827722870744765,0.0029833575400543314,3
noise,duplicate_high,L3 duplicate high,coding,svd_r8,svd,8,90,0.46814145687385117,6.180565166851591e-05,0.45187499999999997,0.0005103103630798632,0.4785616053221687,0.00020589738240111224,0.4666666666666666,0.018856180831641256,0.521070949462808,1.379194808234239e-05,0.15680559328757226,0.0002679122959948934,3
noise,duplicate_high,L3 duplicate high,math,no_svd,no_svd,,90,0.9583674631614126,1.1102230246251565e-16,0.9983516483516484,0.0,0.9822832446821289,1.1102230246251565e-16,0.7142857142857143,0.0,0.9459550523901624,1.1102230246251565e-16,0.20721705599377552,0.005711217008379668,3
noise,duplicate_high,L3 duplicate high,math,svd_r12,svd,12,90,0.9153121521685552,0.0011864919135608242,0.9978021978021978,0.0007770404188863132,0.9574362794499871,0.0012538671356242196,0.7380952380952381,0.016835875742536838,0.8858441559389018,0.0003179096403484589,0.20842426177114248,0.007401118021095979,3
noise,duplicate_high,L3 duplicate high,math,svd_r16,svd,16,90,0.9175233087996654,0.0004639479807547225,0.9972527472527473,0.0,0.9572766232950819,0.00042452433694422894,0.7142857142857143,0.0,0.8873202949602662,0.0002190248208232766,0.20790806668810546,0.00566476767282775,3
noise,duplicate_high,L3 duplicate high,math,svd_r24,svd,24,90,0.918939454573089,0.00047443624240892785,0.9972527472527473,0.0,0.9571724821986258,0.00041562584126866463,0.7142857142857143,0.0,0.8892421695447377,0.00021503339313006016,0.20967505197040737,0.004958985370276537,3
noise,duplicate_high,L3 duplicate high,math,svd_r4,svd,4,90,0.7227107355780763,3.0864151629358303e-06,0.9368131868131869,0.0,0.801179469939382,5.318131798926711e-06,0.75,0.0,0.7110853051386314,1.755047070242902e-08,0.21215620171278715,0.00845266316629988,3
noise,duplicate_high,L3 duplicate high,math,svd_r8,svd,8,90,0.8976666053836722,0.00028828349406060495,0.9974358974358974,0.0002590134729621044,0.9306507286485632,0.001580776879650712,0.75,0.0,0.8618404470380776,6.186265980342392e-06,0.20808616722933948,0.007078434117274506,3
noise,duplicate_high,L3 duplicate high,science,no_svd,no_svd,,90,0.8258998807246017,0.0,0.9807291666666668,1.1102230246251565e-16,0.8685879660662392,0.0,0.7166666666666665,1.1102230246251565e-16,0.7432687483514592,0.0,0.38163329536716145,0.02920393660440293,3
noise,duplicate_high,L3 duplicate high,science,svd_r12,svd,12,90,0.7948153877814822,0.0004245092848593743,0.9716145833333334,0.0009743899444724043,0.8416846378438582,0.0013128068114568532,0.6944444444444443,0.007856742013183834,0.7117679591589369,0.0003375975335129084,0.3795440146544327,0.0029144537120331594,3
noise,duplicate_high,L3 duplicate high,science,svd_r16,svd,16,90,0.7940930064056669,0.0004634176226215537,0.9723958333333332,0.0009743899444723252,0.8411128206395263,0.00011303107875495148,0.7166666666666667,0.023570226039551605,0.7169022091613653,0.0004629986198169627,0.3771648873419811,0.0012570146890936613,3
noise,duplicate_high,L3 duplicate high,science,svd_r24,svd,24,90,0.794515595222877,6.577252890364292e-05,0.9720486111111111,0.0006835076279523753,0.8417664154893182,0.0002684075507690425,0.6999999999999998,1.1102230246251565e-16,0.7199516480672151,0.0004893591972237148,0.38120057604586083,0.002313291829910291,3
noise,duplicate_high,L3 duplicate high,science,svd_r4,svd,4,90,0.8058726088096501,2.9322629495555903e-07,0.9783854166666665,1.1102230246251565e-16,0.8362579105790697,2.8938084328789745e-07,0.6499999999999999,0.0,0.6487961544668246,2.0044368849701444e-08,0.37732376872251433,0.005329277096350783,3
noise,duplicate_high,L3 duplicate high,science,svd_r8,svd,8,90,0.7906210846939331,0.00012119208100658481,0.9618055555555555,0.000245523187912034,0.8370624660150684,3.0336782782352368e-05,0.7166666666666665,1.1102230246251565e-16,0.6764627098684509,6.526690073178078e-06,0.38080211472697556,0.00321027758241629,3
noise,duplicate_low,L3 duplicate low,coding,no_svd,no_svd,,45,0.5355545862588116,0.0,0.67125,0.0,0.5813857503998349,0.0,0.44,0.0,0.5726570932047532,0.0,0.11562491736064355,0.03159049540990771,3
noise,duplicate_low,L3 duplicate low,coding,svd_r12,svd,12,45,0.4341473862600623,5.551115123125783e-17,0.26687500000000003,0.0,0.41929432070277145,5.551115123125783e-17,0.44,0.0,0.5596853626368631,0.0,0.10227065168631573,0.0009635725787350444,3
noise,duplicate_low,L3 duplicate low,coding,svd_r16,svd,16,45,0.4457029668297274,0.0,0.323125,0.0,0.4255775523381157,0.0,0.48,0.0,0.5555979379778362,0.0,0.10275326296687126,0.0017791498919357532,3
noise,duplicate_low,L3 duplicate low,coding,svd_r24,svd,24,45,0.5013153773717153,6.074207375126531e-06,0.6006250000000001,0.0,0.5567885427040357,1.0317793772889835e-05,0.4000000000000001,5.551115123125783e-17,0.5658986179426692,4.399519037450974e-06,0.10186273232102394,0.0006934514207029124,3
noise,duplicate_low,L3 duplicate low,coding,svd_r4,svd,4,45,0.4815121758783731,7.369852694996077e-08,0.4706249999999999,5.551115123125783e-17,0.4784777038298165,0.0,0.56,0.0,0.47270519915985637,0.0,0.10397805832326412,0.0043492959132342855,3
noise,duplicate_low,L3 duplicate low,coding,svd_r8,svd,8,45,0.47393534999168807,3.6849263469746743e-07,0.46125,5.551115123125783e-17,0.47059513256696356,0.0,0.56,0.0,0.5123348210635396,0.0,0.10157141974195838,0.0008909453912518074,3
noise,duplicate_low,L3 duplicate low,math,no_svd,no_svd,,45,0.9598593934664789,0.0,0.9983516483516484,0.0,0.9834026244582589,0.0,0.7142857142857143,0.0,0.9491397070599543,0.0,0.13287222726891437,0.003691173985659978,3
noise,duplicate_low,L3 duplicate low,math,svd_r12,svd,12,45,0.9457507937265497,0.0,0.9956043956043956,0.0,0.9645426764870652,0.0,0.7142857142857143,0.0,0.9136243915579382,1.1102230246251565e-16,0.13995878670054177,0.0004781899705669388,3
